"Notes"	"Standard Residence Census Region"	"Standard Residence Census Region Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	"Month"	"Month Code"	Fetal Deaths
	"Census Region 2: Midwest"	"CENS-R2"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"December"	"12"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"January"	"1"	19
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"February"	"2"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"March"	"3"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"April"	"4"	14
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"May"	"5"	16
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"June"	"6"	22
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"August"	"8"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"September"	"9"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"October"	"10"	11
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"November"	"11"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"December"	"12"	12
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"January"	"1"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"February"	"2"	11
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"April"	"4"	12
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"May"	"5"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"July"	"7"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"August"	"8"	12
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"September"	"9"	12
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"October"	"10"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"November"	"11"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"December"	"12"	16
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"January"	"1"	14
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"February"	"2"	11
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"March"	"3"	11
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"April"	"4"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"May"	"5"	14
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"June"	"6"	15
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"July"	"7"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"October"	"10"	11
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"November"	"11"	17
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"December"	"12"	12
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"January"	"1"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"February"	"2"	12
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"March"	"3"	13
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"May"	"5"	10
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"July"	"7"	11
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"August"	"8"	14
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"September"	"9"	16
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"November"	"11"	17
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"January"	"1"	58
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"February"	"2"	36
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"March"	"3"	63
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"April"	"4"	39
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"May"	"5"	48
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"June"	"6"	52
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"July"	"7"	45
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"August"	"8"	57
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"September"	"9"	50
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"October"	"10"	53
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"November"	"11"	52
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"December"	"12"	45
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"January"	"1"	63
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"February"	"2"	49
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"March"	"3"	35
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"April"	"4"	49
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"May"	"5"	53
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"June"	"6"	51
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"July"	"7"	44
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"August"	"8"	42
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"September"	"9"	32
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"October"	"10"	45
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"November"	"11"	44
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"December"	"12"	46
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"January"	"1"	47
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"February"	"2"	48
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"March"	"3"	28
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"April"	"4"	48
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"May"	"5"	38
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"June"	"6"	47
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"July"	"7"	33
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"August"	"8"	43
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"September"	"9"	38
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"October"	"10"	42
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"November"	"11"	35
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"December"	"12"	31
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"January"	"1"	25
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"February"	"2"	38
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"March"	"3"	23
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"April"	"4"	24
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"May"	"5"	40
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"June"	"6"	52
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"July"	"7"	33
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"August"	"8"	43
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"September"	"9"	33
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"October"	"10"	42
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"November"	"11"	40
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"December"	"12"	52
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"January"	"1"	72
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"February"	"2"	64
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"March"	"3"	75
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"April"	"4"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"May"	"5"	64
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"June"	"6"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"July"	"7"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"August"	"8"	78
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"September"	"9"	80
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"October"	"10"	95
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"November"	"11"	67
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"December"	"12"	62
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"January"	"1"	56
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"February"	"2"	58
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"March"	"3"	82
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"April"	"4"	68
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"May"	"5"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"June"	"6"	77
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"July"	"7"	70
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"August"	"8"	66
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"September"	"9"	69
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"October"	"10"	66
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"November"	"11"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"December"	"12"	68
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"January"	"1"	54
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"February"	"2"	78
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"March"	"3"	68
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"April"	"4"	62
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"May"	"5"	73
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"June"	"6"	77
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"July"	"7"	79
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"August"	"8"	53
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"September"	"9"	69
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"October"	"10"	59
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"November"	"11"	54
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"December"	"12"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"January"	"1"	71
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"February"	"2"	44
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"March"	"3"	64
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"April"	"4"	89
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"May"	"5"	59
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"June"	"6"	75
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"July"	"7"	58
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"August"	"8"	77
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"September"	"9"	72
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"October"	"10"	63
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"November"	"11"	86
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"December"	"12"	69
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"January"	"1"	78
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"February"	"2"	61
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"March"	"3"	87
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"April"	"4"	59
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"May"	"5"	85
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"June"	"6"	80
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"July"	"7"	72
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"August"	"8"	79
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"September"	"9"	60
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"October"	"10"	79
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"November"	"11"	52
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2018"	"2018"	"December"	"12"	57
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"January"	"1"	75
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"February"	"2"	63
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"March"	"3"	73
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"April"	"4"	77
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"May"	"5"	75
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"June"	"6"	70
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"July"	"7"	79
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"August"	"8"	70
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"September"	"9"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"October"	"10"	86
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"November"	"11"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2019"	"2019"	"December"	"12"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"January"	"1"	80
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"February"	"2"	70
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"March"	"3"	67
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"April"	"4"	75
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"May"	"5"	80
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"June"	"6"	69
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"July"	"7"	76
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"August"	"8"	64
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"September"	"9"	60
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"October"	"10"	66
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"November"	"11"	62
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2020"	"2020"	"December"	"12"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"January"	"1"	69
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"February"	"2"	67
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"March"	"3"	73
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"April"	"4"	75
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"May"	"5"	69
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"June"	"6"	91
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"July"	"7"	64
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"August"	"8"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"September"	"9"	74
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"October"	"10"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"November"	"11"	65
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"30-34 years"	"30-34"	"2021"	"2021"	"December"	"12"	90
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"January"	"1"	45
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"February"	"2"	48
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"March"	"3"	48
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"April"	"4"	33
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"May"	"5"	44
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"June"	"6"	35
	"Census Region 2: Midwest"	"CENS-R2"	"White"	"2106-3"	"35-39 years"	"35-39"	"2018"	"2018"	"July"	"7"	44
